Manufacturer,Model,Variant,Ex-Showroom Price(Rs),Drivetrain,Cylinders,Body_Type,Type,Fuel_Type,Seating_Capacity
Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,1130099,FWD ,4,MUV,Manual,Diesel,8
Renault,Lodgy,85 Ps Rxe 7 Seater,964199,FWD ,4,MUV,Manual,Diesel,7
Volkswagen,Vento,Trendline 1.6 (P),876500,FWD ,4,Sedan,Manual,Petrol,5
Volkswagen,Vento,Highline 1.6 (P),999900,FWD ,4,Sedan,Manual,Petrol,5
Volkswagen,Vento,Comfortline 1.6 (P),999900,FWD ,4,Sedan,Manual,Petrol,5
Volkswagen,Vento,Highline 1.2 (P) Dsg,1197500,FWD ,4,Sedan,Automatic,Petrol,5
Volkswagen,Vento,Highline Plus 1.2 (P) Dsg,1449500,FWD ,4,Sedan,Automatic,Petrol,5
Volkswagen,Vento,Trendline 1.5 (D),958500,FWD ,4,Sedan,Manual,Diesel,5
Volkswagen,Vento,Comfortline 1.5 (D),999900,FWD ,4,Sedan,Manual,Diesel,5
Volkswagen,Vento,Highline 1.5 (D),1210500,FWD ,4,Sedan,Manual,Diesel,5
Volkswagen,Vento,Highline 1.5 (D) Dsg,1336500,FWD ,4,Sedan,Automatic,Diesel,5
Volkswagen,Vento,Highline Plus 1.5 (D) Dsg,1317500,FWD ,4,Sedan,Automatic,Diesel,5
Volkswagen,Vento,Gt Line (D),1449500,FWD ,4,Hatchback,Manual,Diesel,5
Volkswagen,Vento,Gt Line (P) Dsg,1317500,FWD ,4,Hatchback,Automatic,Petrol,5
Mahindra,E2O Plus,P4,881425,RWD ,4,Hatchback,Automatic,Electric,4
Mahindra,E2O Plus,P6,957177,RWD ,4,Hatchback,Automatic,Electric,4
Tata,Tigor Ev,Xm+,960868,FWD ,0,Sedan,Automatic,Electric,5
Tata,Tigor Ev,Xt+,975868,FWD ,0,Sedan,Automatic,Electric,5
Tata,Tigor Ev,Xe+,944175,FWD ,0,Sedan,Automatic,Electric,5
Honda,Brv,E Petrol,952900,FWD ,4,SUV,Manual,Petrol,7
Honda,Brv,S Petrol,1052900,FWD ,4,SUV,Manual,Petrol,7
Honda,Brv,V Petrol,1167900,FWD ,4,SUV,Manual,Petrol,7
Honda,Brv,Vx Petrol,1271900,FWD ,4,SUV,Manual,Petrol,7
Honda,Brv,V Cvt Petrol,1285900,FWD ,4,SUV,Automatic,Petrol,7
Honda,Brv,S Diesel,1187900,FWD ,4,SUV,Manual,Diesel,7
Honda,Brv,V Diesel,1273900,FWD ,4,SUV,Manual,Diesel,7
Honda,Brv,Vx Diesel,1382900,FWD ,4,SUV,Manual,Diesel,7
Mahindra,Thar,Crde,959860,4WD,4,SUV,Manual,Diesel,6
Mahindra,Thar,700 Special Edition,999148,4WD,4,SUV,Manual,Diesel,6
Mahindra,Thar,Crde Abs,974860,4WD,4,SUV,Manual,Diesel,6
Force,Gurkha,Xpedition 5 Door,999000,RWD ,4,SUV,Manual,Diesel,7
Force,Gurkha,Xplorer 3 Door,1075000,4WD,4,SUV,Manual,Diesel,5
Force,Gurkha,Xtreme,1299000,AWD ,4,SUV,Manual,Diesel,5
Force,Gurkha,Xtreme Abs,1330000,AWD ,4,SUV,Manual,Diesel,5
Force,Gurkha,Xpedition 3 Door,975000,RWD ,4,SUV,Manual,Diesel,7
Force,Gurkha,Xplorer 5 Door,1225000,4WD,4,SUV,Manual,Diesel,5
MarutiSuzuki,Xl6,Zeta Mt,984689,FWD ,4,MPV,Manual,Petrol,6
MarutiSuzuki,Xl6,Alpha Mt,1041189,FWD ,4,MPV,Manual,Petrol,6
MarutiSuzuki,Xl6,Zeta At,1094689,FWD ,4,MPV,Automatic,Petrol,6
MarutiSuzuki,Xl6,Alpha At,1151189,FWD ,4,MPV,Automatic,Petrol,6
Fiat,Abarth Avventura,1.4 T-Jet,989219,FWD ,4,Crossover,Manual,Petrol,5
Mahindra,Tuv300 Plus,P4,992748,RWD ,3,SUV,Manual,Diesel,9
Mahindra,Tuv300 Plus,P6,1029650,RWD ,3,SUV,Manual,Diesel,9
Mahindra,Tuv300 Plus,P8,1142157,RWD ,3,SUV,Manual,Diesel,9
Mahindra,Marazzo,M2 7 Str,999900,FWD ,4,MPV,Manual,Diesel,7
Mahindra,Marazzo,M4 7 Str,1156471,FWD ,4,MPV,Manual,Diesel,7
Mahindra,Marazzo,M6 7 Str,1308592,FWD ,4,MPV,Manual,Diesel,7
Mahindra,Marazzo,M8 7 Str,1468440,FWD ,4,MPV,Manual,Diesel,7
Mahindra,Marazzo,M2 8 Str,999900,FWD ,4,MPV,Manual,Diesel,8
Mahindra,Marazzo,M4 8 Str,1164569,FWD ,4,MPV,Manual,Diesel,8
Mahindra,Marazzo,M6 8 Str,1316690,FWD ,4,MPV,Manual,Diesel,8
Mahindra,Marazzo,M8 8 Str,1476538,FWD ,4,MPV,Manual,Diesel,8
Mahindra,Scorpio,S3 2Wd,999994,FWD ,4,SUV,Manual,Diesel,9
Mahindra,Scorpio,4Wd Getaway,1236258,4WD,4,SUV,Manual,Diesel,5
Mahindra,Scorpio,2Wd Getaway,1123158,RWD ,4,SUV,Manual,Diesel,5
Mahindra,Scorpio,S5 2Wd,1220030,FWD ,4,SUV,Manual,Diesel,9
Mahindra,Scorpio,S7 120 2Wd,1330006,FWD ,4,SUV,Manual,Diesel,9
Mahindra,Scorpio,S7 140 2Wd,1360668,FWD ,4,SUV,Manual,Diesel,9
Mahindra,Scorpio,S11 2Wd,1540081,FWD ,4,SUV,Manual,Diesel,9
Mahindra,Scorpio,S11 4Wd,1663054,FWD ,4,SUV,Manual,Diesel,9
Mahindra,Scorpio,S9 2Wd,1423710,FWD ,4,SUV,Manual,Diesel,9
Skoda,Monte Carlo,Monte Carlo 1.5 Tdi At,1425599,FWD ,4,Sedan,Automatic,Diesel,5
Skoda,Monte Carlo,Monte Carlo 1.6 Mpi At,1269599,FWD ,4,Sedan,Automatic,Petrol,5
Skoda,Monte Carlo,Monte Carlo 1.5 Tdi Mt,1299599,FWD ,4,Sedan,Manual,Diesel,5
Skoda,Monte Carlo,Monte Carlo 1.6 Mpi Mt,1139599,FWD ,4,Sedan,Manual,Petrol,5
Mahindra,Xuv500,G At,1610180,FWD ,4,SUV,Automatic,Petrol,7
Mahindra,Xuv500,W7,1418313,FWD ,4,SUV,Manual,Diesel,7
Mahindra,Xuv500,W7 At,1539488,FWD ,4,SUV,Automatic,Diesel,7
Mahindra,Xuv500,W9,1588943,FWD ,4,SUV,Manual,Diesel,7
Mahindra,Xuv500,W9 At,1710118,FWD ,4,SUV,Automatic,Diesel,7
Mahindra,Xuv500,W11,1716319,FWD ,4,SUV,Manual,Diesel,7
Mahindra,Xuv500,W11 At,1837586,FWD ,4,SUV,Automatic,Diesel,7
Mahindra,Xuv500,W11 (O),1741319,FWD ,4,SUV,Manual,Diesel,7
Mahindra,Xuv500,W11 (O) At,1862586,FWD ,4,SUV,Automatic,Diesel,7
Mahindra,Xuv500,G At,1610180,FWD ,4,SUV,Automatic,Petrol,7
Mahindra,Xuv500,W7,1418313,FWD ,4,SUV,Manual,Diesel,7
Mahindra,Xuv500,W7 At,1539488,FWD ,4,SUV,Automatic,Diesel,7
Mahindra,Xuv500,W9,1588943,FWD ,4,SUV,Manual,Diesel,7
Mahindra,Xuv500,W9 At,1710118,FWD ,4,SUV,Automatic,Diesel,7
Mahindra,Xuv500,W11,1716319,FWD ,4,SUV,Manual,Diesel,7
Mahindra,Xuv500,W11 At,1837586,FWD ,4,SUV,Automatic,Diesel,7
Mahindra,Xuv500,W11 (O),1741319,FWD ,4,SUV,Manual,Diesel,7
Mahindra,Xuv500,W11 (O) At,1862586,FWD ,4,SUV,Automatic,Diesel,7
Mahindra,Xuv500,W11 (O) Awd,1852488,AWD ,4,SUV,Manual,Diesel,7
Mahindra,Xuv500,W11 (O) Awd At,1973664,AWD ,4,SUV,Automatic,Diesel,7
Mahindra,Xuv500,W3,1230924,FWD ,4,SUV,Manual,Diesel,7
Mahindra,E Verito,D4,1293214,FWD ,0,Sedan,Automatic,Electric,5
Mahindra,E Verito,D2,1267208,FWD ,0,Sedan,Automatic,Electric,5
Mahindra,E Verito,D6,1303241,FWD ,0,Sedan,Automatic,Electric,5
Tata,Hexa,Xm Plus 4X2,1639374,RWD ,4,SUV,Manual,Diesel,7
Tata,Hexa,Xt 4X4,1929417,RWD ,4,SUV,Manual,Diesel,6
Tata,Hexa,Xta 4X2,1912593,AWD ,4,SUV,Automatic,Diesel,6
Tata,Hexa,Xt 4X2,1796458,RWD ,4,SUV,Manual,Diesel,6
Tata,Hexa,Xe 4X2,1371864,RWD ,4,SUV,Manual,Diesel,7
Tata,Hexa,Xm 4X2,1531377,RWD ,4,SUV,Manual,Diesel,7
Tata,Hexa,Xma 4X2,1655587,RWD ,4,SUV,Automatic,Diesel,7
Toyota,Innova Crysta,2.4 Gx 7 Str,1605000,RWD ,4,MUV,Manual,Diesel,7
Toyota,Innova Crysta,2.4 Vx 7 Str,1927000,RWD ,4,MUV,Manual,Diesel,7
Toyota,Innova Crysta,2.4 Gx 8 Str,1610000,RWD ,4,MUV,Manual,Diesel,8
Toyota,Innova Crysta,2.4 Vx 8 Str,1932000,RWD ,4,MUV,Manual,Diesel,8
Toyota,Innova Crysta,2.4 Zx 7 Str,2113000,RWD ,4,MUV,Manual,Diesel,7
Toyota,Innova Crysta,2.7 Gx At 8 Str,1620000,RWD ,4,MUV,Automatic,Petrol,8
Toyota,Innova Crysta,2.7 Gx At 7 Str,1615000,RWD ,4,MUV,Automatic,Petrol,7
Toyota,Innova Crysta,2.7 Zx At 7 Str,2103000,RWD ,4,MUV,Automatic,Petrol,7
Toyota,Innova Crysta,2.7 Vx 7 Str,1807000,RWD ,4,MUV,Manual,Petrol,7
Toyota,Innova Crysta,2.7 Gx Mt 7 Str,1493000,RWD ,4,MUV,Manual,Petrol,7
Toyota,Innova Crysta,2.7 Gx Mt 8 Str,1498000,RWD ,4,MUV,Manual,Petrol,8
Toyota,Innova Crysta,Touring Sport 2.4 Vx 7 Str,2097000,RWD ,4,MUV,Manual,Diesel,7
Toyota,Innova Crysta,Touring Sport 2.7 Vx 7 Str,1892000,RWD ,4,MUV,Manual,Petrol,7
Toyota,Innova Crysta,Touring Sport 2.7 Zx At 7 Str,2171000,RWD ,4,MUV,Automatic,Petrol,7
Toyota,Innova Crysta,2.4 G Plus 7 Str,1592000,RWD ,4,MUV,Manual,Diesel,7
Toyota,Innova Crysta,2.4 G Plus 8 Str,1587000,RWD ,4,MUV,Manual,Diesel,8
Jeep,Compass,1.4 Limited At,1996000,FWD ,6,SUV,Automatic,Petrol,5
Jeep,Compass,1.4 Sport,1560000,FWD ,6,SUV,Manual,Petrol,5
Jeep,Compass,1.4 Limited (O) At,2055000,FWD ,6,SUV,Automatic,Petrol,5
Jeep,Compass,2.0 Sport,1661000,FWD ,6,SUV,Manual,Diesel,5
Jeep,Compass,2.0 Longitude,1803000,FWD ,6,SUV,Manual,Diesel,5
Jeep,Compass,2.0 Longitude (O),1888000,FWD ,6,SUV,Manual,Diesel,5
Jeep,Compass,2.0 Limited,1973000,FWD ,6,SUV,Manual,Diesel,5
Jeep,Compass,2.0 Limited (O),2022000,FWD ,6,SUV,Manual,Diesel,5
Jeep,Compass,2.0 Limited 4X4,2151000,AWD ,6,SUV,Manual,Diesel,5
Jeep,Compass,2.0 Limited (O) 4X4,2199000,AWD ,6,SUV,Manual,Diesel,5
Jeep,Compass,1.4 Limited Plus At Petrol,2167000,FWD ,6,SUV,Automatic,Petrol,5
Jeep,Compass,2.0 Limited Plus 4X2 Diesel,2133000,FWD ,6,SUV,Manual,Diesel,5
Jeep,Compass,2.0 Limited Plus 4X4 Diesel,2311000,AWD ,6,SUV,Manual,Diesel,5
Jeep,Compass,2.0 Sport Plus,1699000,FWD ,6,SUV,Manual,Diesel,5
Jeep,Compass,1.4 Sport Plus,1599000,FWD ,6,SUV,Manual,Petrol,5
Jeep,Compass,1.4 Longitude (O) At,1900000,FWD ,6,SUV,Automatic,Petrol,5
Jeep,Compass,1.4 Limited (O) At Petrol Black Pack,2070000,FWD ,6,SUV,Automatic,Petrol,5
Jeep,Compass,2.0 Limited (O) Black Pack,2036300,FWD ,6,SUV,Manual,Diesel,5
Jeep,Compass,2.0 Limited (O) 4X4 Black Pack,2214000,AWD ,6,SUV,Manual,Diesel,5
Jeep,Compass,2.0 Limited Plus 4X4 At,2499000,AWD ,6,SUV,Automatic,Diesel,5
Jeep,Compass,2.0 Longitude 4X4 At,2196000,AWD ,6,SUV,Automatic,Diesel,5
Toyota,Corolla Altis,G Petrol,1645000,FWD ,4,Sedan,Manual,Petrol,5
Toyota,Corolla Altis,G At Petrol,1806000,FWD ,4,Sedan,Automatic,Petrol,5
Toyota,Corolla Altis,Gl Petrol,1882000,FWD ,4,Sedan,Manual,Petrol,5
Toyota,Corolla Altis,Gl Diesel,1936000,FWD ,4,Sedan,Manual,Diesel,5
Toyota,Corolla Altis,G Diesel,1771000,FWD ,4,Sedan,Manual,Diesel,5
Toyota,Corolla Altis,Vl At Petrol,2019000,FWD ,4,Sedan,Automatic,Petrol,5
Honda,Civic,1.8 V Cvt,1793900,FWD ,4,Sedan,Automatic,Petrol,5
Honda,Civic,1.8 Vx Cvt,1944900,FWD ,4,Sedan,Automatic,Petrol,5
Honda,Civic,1.8 Zx Cvt,2124900,FWD ,4,Sedan,Automatic,Petrol,5
Honda,Civic,1.6 Vx Mt,2054900,FWD ,4,Sedan,Manual,Diesel,5
Honda,Civic,1.6 Zx Mt,2234900,FWD ,4,Sedan,Manual,Diesel,5
Mg,Zs Ev,Excite,2088000,RWD ,0,SUV,Automatic,Electric,5
Mg,Zs Ev,Exclusive,2358000,RWD ,0,SUV,Automatic,Electric,5
Kia,Carnival,Premium 7 Str,2495000,FWD ,4,MUV,Automatic,Diesel,7
Kia,Carnival,Premium 8 Str,2515000,FWD ,4,MUV,Automatic,Diesel,7
Kia,Carnival,Prestige 7 Str,2895000,FWD ,4,MUV,Automatic,Diesel,7
Kia,Carnival,Prestige 9 (6+3) Str,2995000,FWD ,4,MUV,Automatic,Diesel,7
Kia,Carnival,Limousine 7 Str,3395000,FWD ,4,MUV,Automatic,Diesel,7
Skoda,Superb,Style 1.8 Tsi Mt,2599599,FWD ,4,Sedan,Manual,Petrol,5
Skoda,Superb,Style 1.8 Tsi At,2779599,FWD ,4,Sedan,Automatic,Petrol,5
Skoda,Superb,L & K 1.8 Tsi At,3099599,FWD ,4,Sedan,Automatic,Petrol,5
Skoda,Superb,L & K 2.0 Tdi At,3349599,FWD ,4,Sedan,Automatic,Diesel,5
Skoda,Superb,Style 2.0 Tdi At,3029599,FWD ,4,Sedan,Automatic,Diesel,5
Skoda,Superb,Corporate Edition 1.8 Tsi At,2599599,FWD ,4,Sedan,Automatic,Petrol,5
Skoda,Superb,Corporate Edition 2.0 Tdi At,2849599,FWD ,4,Sedan,Automatic,Diesel,5
Volvo,V40,Kinetic,2769000,FWD ,5,Hatchback,Automatic,Diesel,5
Volvo,V40,R Design,3191000,FWD ,5,Hatchback,Automatic,Diesel,5
Toyota,Fortuner,2.8 4X2 At,3205000,RWD ,4,SUV,Automatic,Diesel,7
Toyota,Fortuner,2.8 4X2 Mt,3019000,RWD ,4,SUV,Manual,Diesel,7
Toyota,Fortuner,2.8 4X4 Mt,3216000,4WD,4,SUV,Manual,Diesel,7
Toyota,Fortuner,2.8 4X4 At,3395000,4WD,4,SUV,Automatic,Diesel,7
Toyota,Fortuner,2.7 4X2 At,2977000,RWD ,4,SUV,Automatic,Petrol,7
Toyota,Fortuner,2.7 4X2 Mt,2818000,RWD ,4,SUV,Manual,Petrol,7
Toyota,Fortuner,Trd Celebratory Edition,3420000,RWD ,4,SUV,Automatic,Diesel,7
Ford,Endeavour,3.2L 4X4 At Titanium Plus,3470000,AWD ,5,SUV,Automatic,Diesel,7
Ford,Endeavour,2.2L 4X2 At Titanium Plus,3233000,RWD ,4,SUV,Automatic,Diesel,7
Ford,Endeavour,2.2L 4X2 Mt Titanium,2920000,RWD ,4,SUV,Manual,Diesel,7
Skoda,Kodiaq Scout,2.0 Tdi At,3399000,4WD,4,SUV,Automatic,Diesel,7
Bmw,X1,Sdrive20D M Sport,4240000,RWD ,4,SUV,Automatic,Diesel,5
Volvo,S60,Polestar,5602000,FWD ,4,Sedan,Automatic,Petrol,5
Volvo,S60,Momentum,3850500,FWD ,5,Sedan,Automatic,Diesel,5
Bmw,3-Series,320D Sport,4140000,RWD ,4,Sedan,Automatic,Diesel,5
Bmw,3-Series,320D Luxury Line,4690000,RWD ,4,Sedan,Automatic,Diesel,5
Bmw,3-Series,330I M Sport,4790000,RWD ,4,Sedan,Automatic,Petrol,5
Audi,Q5,35 Tdi Premium Plus,5021200,FWD ,4,SUV,Automatic,Diesel,5
Audi,Q5,35 Tdi Technology,5621200,AWD ,4,SUV,Automatic,Diesel,5
Audi,Q5,45 Tfsi Premium Plus,5021200,AWD ,6,SUV,Automatic,Petrol,5
Audi,Q5,45 Tfsi Technology,5621200,AWD ,6,SUV,Automatic,Petrol,5
LandRover,Range Evoque,S,5494000,AWD ,4,SUV,Automatic,Diesel,5
LandRover,Range Evoque,Se R-Dynamic,5985000,AWD ,4,SUV,Automatic,Diesel,5
LandRover,Range Evoque,S Petrol,5494000,AWD ,4,SUV,Automatic,Petrol,5
LandRover,Range Evoque,Se R-Dynamic Petrol,5985000,AWD ,4,SUV,Automatic,Petrol,5
MercedesBenz,Mercedes-Benz E-Class,E200,5861062,RWD ,4,Sedan,Automatic,Petrol,5
MercedesBenz,Mercedes-Benz E-Class,E350 D,7285332,RWD ,6,Sedan,Automatic,Diesel,5
MercedesBenz,Mercedes-Benz E-Class,E220D,5964321,RWD ,6,Sedan,Automatic,Diesel,5
MercedesBenz,Mercedes-Benz E-Class,E 63 S Amg,15000000,AWD ,8,Sedan,Automatic,Petrol,4
MercedesBenz,Mercedes-Benz E-Class,E200 Expression,5750000,RWD ,4,Sedan,Automatic,Petrol,5
MercedesBenz,Mercedes-Benz E-Class,E200 Exclusive,6150000,RWD ,4,Sedan,Automatic,Petrol,5
MercedesBenz,Mercedes-Benz E-Class,E220D Expression,5850000,RWD ,6,Sedan,Automatic,Diesel,5
MercedesBenz,Mercedes-Benz E-Class,E220D Exclusive,6250000,RWD ,6,Sedan,Automatic,Diesel,5
Volvo,Xc60,Inscription D5,5990000,AWD ,5,SUV,Automatic,Diesel,5
Bmw,X4,Xdrive20D M Sport X,6060000,AWD ,4,SUV,Automatic,Diesel,5
Bmw,X4,Xdrive30D M Sport X,6590000,AWD ,6,SUV,Automatic,Diesel,5
Bmw,X4,Xdrive30I M Sport X,6350000,AWD ,6,SUV,Automatic,Petrol,5
Jeep,Wrangler,Unlimited,6394000,AWD ,4,SUV,Automatic,Petrol,5
MercedesBenz,Mercedes-Benz C-Class Cabriolet,C300,6426497,RWD ,4,Convertible,Automatic,Petrol,4
MercedesBenz,Mercedes-Benz V-Class,Expression Elwb,6840000,RWD ,4,MUV,Automatic,Diesel,7
MercedesBenz,Mercedes-Benz V-Class,Exclusive Lwb,8190000,RWD ,4,MUV,Automatic,Diesel,6
MercedesBenz,Mercedes-Benz V-Class,Elite,11000000,RWD ,4,MPV,Automatic,Diesel,6
Audi,Q7,45 Tdi Premium Plus,7221500,AWD ,6,SUV,Automatic,Diesel,7
Audi,Q7,45 Tdi Technology Pack,8021500,AWD ,6,SUV,Automatic,Diesel,7
Audi,Q7,40 Tfsi Quattro Premium Plus,6921500,AWD ,6,SUV,Automatic,Petrol,7
Audi,Q7,40 Tfsi Quattro Technology Pack,7621500,AWD ,6,SUV,Automatic,Petrol,7
Audi,Q7,45 Tdi Black Styling,8111500,AWD ,6,SUV,Automatic,Diesel,7
Audi,Q7,40 Tfsi Quattro Black Styling,7711500,AWD ,6,SUV,Automatic,Petrol,7
LandRover,Range Evoque Convertible,2.0 Hse Dynamic,6952964,4WD,4,Convertible,Automatic,Petrol,4
LandRover,Range Velar,2.0 Diesel R-Dynamic S,7246802,4WD,4,SUV,Automatic,Diesel,5
LandRover,Range Velar,2.0 Petrol R-Dynamic S,7246802,4WD,4,SUV,Automatic,Petrol,5
MercedesBenz,Mercedes-Benz E-Class All Terrain,E 220D,7500000,RWD ,6,SUV,Automatic,Diesel,5
Volvo,Xc90,D5 Inscription,8790000,AWD ,4,SUV,Automatic,Diesel,7
Volvo,Xc90,D5 Momentum,8090000,AWD ,4,SUV,Automatic,Diesel,7
Volvo,Xc90,T8 Excellence,13124000,AWD ,4,SUV,Automatic,Hybrid,4
Volvo,Xc90,T8 Inscription,9665000,AWD ,4,SUV,Automatic,Hybrid,7
Volvo,Xc90,D5 R-Design,8491500,AWD ,4,SUV,Automatic,Diesel,7
LandRover,Range Sport,5.0L V8 Svr Petrol,20517853,4WD,8,SUV,Automatic,Petrol,5
LandRover,Range Sport,2.0L S Petrol,8670586,4WD,8,SUV,Automatic,Petrol,7
LandRover,Range Sport,2.0L Se Petrol,9448181,4WD,8,SUV,Automatic,Petrol,7
LandRover,Range Sport,3.0L V6 Se Petrol,11476911,4WD,6,SUV,Automatic,Petrol,7
LandRover,Range Sport,2.0L Hse Petrol,15600000,4WD,8,SUV,Automatic,Petrol,7
LandRover,Range Sport,3.0L V6 Hse Petrol,13228725,4WD,6,SUV,Automatic,Petrol,7
LandRover,Range Sport,5.0L V8 Autobiography Dynamic Petrol,17940227,4WD,8,SUV,Automatic,Petrol,5
LandRover,Range Sport,3.0L Tdv6 S Diesel,10373732,FWD ,6,SUV,Automatic,Diesel,5
LandRover,Range Sport,3.0L Tdv6 Se Diesel,11913021,FWD ,6,SUV,Automatic,Diesel,5
LandRover,Range Sport,4.4L Sdv8 Hse Diesel,14908985,4WD,8,SUV,Automatic,Diesel,7
Jaguar,Xj,3.0L,9738609,AWD ,6,Sedan,Automatic,Diesel,5
Jaguar,Xj,3.0L Portfolio,10725145,AWD ,6,Sedan,Automatic,Diesel,5
Jaguar,Xj,50,11129599,AWD ,6,Sedan,Automatic,Diesel,5
Porsche,Cayenne,E-Hybrid,15806000,AWD ,6,SUV,Automatic,Hybrid,5
Porsche,Cayenne,Turbo,19210000,AWD ,6,SUV,Automatic,Petrol,5
Porsche,Cayenne,Base,11936000,AWD ,6,SUV,Automatic,Petrol,5
LandRover,Range,5.0L V8 Autobiography Petrol,26037526,4WD,8,SUV,Automatic,Petrol,7
LandRover,Range,5.0L V8 Svautobiography Dynamic Petrol,32522000,4WD,8,SUV,Automatic,Petrol,5
LandRover,Range,3.0L V6 Vogue Lwb Petrol,19527130,4WD,6,SUV,Automatic,Petrol,7
LandRover,Range,5.0L V8 Svautobiography Lwb Petrol,40499548,4WD,8,SUV,Automatic,Petrol,5
LandRover,Range,3.0L Tdv6 Vogue Diesel,18185267,4WD,6,SUV,Automatic,Diesel,5
LandRover,Range,3.0L Tdv6 Vogue Lwb Diesel,19527130,4WD,6,SUV,Automatic,Diesel,7
LandRover,Range,4.4L Sdv8 Autobiography Lwb Diesel,25174051,4WD,8,SUV,Automatic,Diesel,7
LandRover,Range,4.4L Sdv8 Svautobiography Lwb Diesel,39294685,4WD,8,SUV,Automatic,Diesel,4
LandRover,Range,4.4L Sdv8 Vogue Se Lwb Diesel,23675691,4WD,8,SUV,Automatic,Diesel,7
LandRover,Range,3.0L V6 Vogue Se Lwb Petrol,21398758,4WD,6,SUV,Automatic,Petrol,7
MercedesBenz,Mercedes-Benz Amg-Gt,S,21583466,AWD ,8,Coupe,Automatic,Petrol,2
MercedesBenz,Mercedes-Benz Amg-Gt,R,23264134,AWD ,8,Coupe,Automatic,Petrol,2
MercedesBenz,Mercedes-Benz Amg-Gt,Roadster,22733626,AWD ,8,Coupe,Automatic,Petrol,2
MercedesBenz,Mercedes-Benz Amg Gt 4-Door Coupe,63 S 4Matic+,24200000,AWD ,8,Coupe,Automatic,Petrol,4
Lamborghini,Huracan,Lp 610-4,37133704,AWD ,10,Coupe,Automatic,Petrol,2
Lamborghini,Huracan,Lp 580-2,32452486,RWD ,10,Coupe,Automatic,Petrol,2
